accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
12656,Bangalore,Karnataka,12.922741,77.585112,6/21/2023,13:00,13,Wednesday,0,urban,2,1,fog,low,26,high,overspeeding,fatal,5,5,0,None,0.85
12657,Chandigarh,Punjab,30.713235,76.742341,7/1/2022,0:00,0,Friday,0,rural,3,0,rain,medium,16,low,drunk driving,minor,1,1,0,None,0.25
12658,Chandigarh,Punjab,30.657698,76.850814,2/8/2022,1:00,1,Tuesday,0,highway,4,1,fog,low,29,medium,overspeeding,minor,3,2,0,None,0.45
12659,Chandigarh,Punjab,30.667793,76.835806,6/6/2023,22:00,22,Tuesday,0,highway,3,0,rain,medium,40,high,drunk driving,fatal,5,5,0,None,0.65
12660,Mumbai,Maharashtra,18.999543,72.721746,12/28/2022,21:00,21,Wednesday,0,highway,3,1,fog,low,37,medium,distraction,minor,5,3,0,None,0.45
12661,Kolkata,West Bengal,22.680846,88.234842,9/11/2024,10:00,10,Wednesday,0,urban,2,1,rain,low,23,high,distraction,minor,3,0,1,None,0.8
12662,Pune,Maharashtra,18.424762,73.752257,7/25/2023,20:00,20,Tuesday,0,urban,4,1,fog,low,34,high,drunk driving,minor,2,2,0,None,0.65
12663,Mumbai,Maharashtra,18.824439,72.783979,7/15/2022,10:00,10,Friday,0,highway,1,1,fog,low,38,high,weather,minor,3,1,1,None,0.8
12664,Mumbai,Maharashtra,18.891049,72.969834,1/27/2025,5:00,5,Monday,0,rural,3,1,fog,low,17,medium,overspeeding,major,2,2,0,None,0.45
12665,Hyderabad,Telangana,17.232478,78.450357,8/1/2023,0:00,0,Tuesday,0,rural,4,1,clear,high,34,high,weather,fatal,4,4,0,None,0.5
12666,Mumbai,Maharashtra,19.107768,72.863458,11/9/2023,16:00,16,Thursday,0,rural,2,1,fog,low,28,low,weather,minor,1,0,0,None,0.45
12667,Mumbai,Maharashtra,19.184032,72.932308,11/2/2022,2:00,2,Wednesday,0,rural,6,1,rain,low,17,low,distraction,minor,2,2,0,None,0.45
12668,Mumbai,Maharashtra,19.010047,72.88061,1/5/2024,19:00,19,Friday,0,rural,4,1,rain,low,27,high,overspeeding,minor,4,3,1,None,0.8
12669,Kolkata,West Bengal,22.67471,88.399059,2/12/2023,8:00,8,Sunday,1,urban,6,0,clear,high,17,high,weather,minor,3,2,1,None,0.45
12670,Mumbai,Maharashtra,19.223061,72.998053,11/14/2023,22:00,22,Tuesday,0,urban,4,1,rain,medium,28,medium,weather,fatal,5,5,0,None,0.45
12671,Pune,Maharashtra,18.413576,73.959206,8/29/2023,7:00,7,Tuesday,0,highway,6,0,rain,medium,16,high,weather,major,2,0,0,None,0.45
12672,Hyderabad,Telangana,17.238819,78.567204,3/16/2023,7:00,7,Thursday,0,urban,2,1,clear,high,39,high,weather,major,2,0,0,None,0.3
12673,Mumbai,Maharashtra,18.853662,72.757199,5/29/2023,8:00,8,Monday,0,highway,6,0,rain,medium,23,high,weather,major,4,4,1,None,0.6
12674,Mumbai,Maharashtra,19.0276,72.873461,11/14/2022,8:00,8,Monday,0,rural,4,1,rain,low,36,medium,poor road,major,1,0,1,None,0.6
12675,Mumbai,Maharashtra,18.957474,72.862334,4/14/2025,23:00,23,Monday,0,urban,1,0,rain,medium,31,low,distraction,minor,1,0,0,None,0.25
12676,Bangalore,Karnataka,12.924739,77.770405,4/5/2024,15:00,15,Friday,0,highway,3,1,clear,high,38,high,weather,major,4,3,0,None,0.3
12677,Chennai,Tamil Nadu,13.077685,80.163328,1/29/2023,13:00,13,Sunday,1,highway,3,1,clear,high,37,medium,overspeeding,fatal,5,5,0,None,0.3
12678,Hyderabad,Telangana,17.533092,78.533844,7/31/2023,16:00,16,Monday,0,highway,1,0,clear,high,20,low,poor road,major,5,4,0,None,0.1
12679,Pune,Maharashtra,18.407029,73.938773,10/23/2022,23:00,23,Sunday,1,highway,3,0,clear,high,21,low,drunk driving,minor,2,0,0,None,0.1
12680,Chennai,Tamil Nadu,12.867476,80.158719,11/26/2024,8:00,8,Tuesday,0,highway,5,1,clear,high,33,high,poor road,minor,2,0,1,None,0.45
12681,Kolkata,West Bengal,22.614256,88.422092,6/16/2022,21:00,21,Thursday,0,highway,2,1,fog,low,26,high,distraction,minor,2,1,0,None,0.65
12682,Pune,Maharashtra,18.690557,73.93312,6/3/2023,8:00,8,Saturday,1,urban,2,1,fog,low,23,high,weather,minor,1,1,1,None,0.8
12683,Hyderabad,Telangana,17.336053,78.309842,1/29/2022,12:00,12,Saturday,1,urban,6,1,rain,low,21,low,distraction,minor,1,0,0,None,0.45
12684,Chandigarh,Punjab,30.643252,76.808327,4/9/2023,22:00,22,Sunday,1,rural,5,0,clear,high,22,high,drunk driving,minor,2,2,0,None,0.3
12685,Kolkata,West Bengal,22.599604,88.382761,12/17/2022,15:00,15,Saturday,1,highway,4,1,clear,high,34,low,distraction,minor,1,0,0,None,0.1
12686,Pune,Maharashtra,18.60032,73.928156,10/6/2023,23:00,23,Friday,0,rural,3,1,clear,high,26,low,distraction,minor,1,1,0,None,0.1
12687,Bangalore,Karnataka,12.886265,77.74956,12/15/2022,23:00,23,Thursday,0,highway,2,1,fog,low,25,low,weather,minor,5,2,0,None,0.45
12688,Chennai,Tamil Nadu,12.80087,80.220097,12/30/2024,7:00,7,Monday,0,urban,2,1,clear,high,36,high,overspeeding,minor,3,3,0,None,0.3
12689,Chennai,Tamil Nadu,12.9767,80.23682,7/4/2024,23:00,23,Thursday,0,highway,4,0,rain,low,21,high,poor road,major,1,0,0,None,0.65
12690,Hyderabad,Telangana,17.455674,78.372575,12/21/2024,11:00,11,Saturday,1,highway,1,1,clear,high,15,low,weather,fatal,5,5,0,None,0.3
12691,Kolkata,West Bengal,22.439245,88.233914,3/30/2022,1:00,1,Wednesday,0,highway,2,0,fog,low,29,medium,drunk driving,minor,3,3,0,None,0.45
12692,Pune,Maharashtra,18.459566,73.869326,9/19/2023,20:00,20,Tuesday,0,rural,4,1,rain,low,39,medium,overspeeding,minor,4,1,0,None,0.45
12693,Chennai,Tamil Nadu,13.06871,80.223766,3/10/2023,16:00,16,Friday,0,urban,4,1,fog,low,31,medium,drunk driving,minor,4,3,0,None,0.45
12694,Hyderabad,Telangana,17.467226,78.24814,1/1/2024,22:00,22,Monday,0,urban,6,1,clear,high,19,medium,overspeeding,major,1,1,0,None,0.1
12695,Kolkata,West Bengal,22.424441,88.228561,3/18/2024,18:00,18,Monday,0,highway,6,1,clear,high,34,high,distraction,major,4,1,1,None,0.45
12696,Delhi,Delhi,28.779906,77.248734,2/10/2024,12:00,12,Saturday,1,rural,5,0,fog,low,28,low,poor road,minor,5,5,0,None,0.45
12697,Pune,Maharashtra,18.506826,73.911616,5/1/2024,14:00,14,Wednesday,0,highway,1,0,clear,high,22,low,distraction,fatal,5,5,0,None,0.3
12698,Chennai,Tamil Nadu,12.852723,80.217595,6/22/2024,5:00,5,Saturday,1,rural,5,0,rain,low,19,medium,overspeeding,fatal,2,2,0,None,0.65
12699,Chandigarh,Punjab,30.600507,76.725645,12/28/2024,5:00,5,Saturday,1,rural,2,1,fog,low,20,high,drunk driving,minor,1,0,0,None,0.65
12700,Chennai,Tamil Nadu,13.019148,80.172093,3/1/2024,23:00,23,Friday,0,rural,2,1,fog,low,26,low,weather,minor,4,0,0,None,0.45
12701,Pune,Maharashtra,18.698809,73.846236,8/12/2024,5:00,5,Monday,0,highway,4,1,fog,low,30,low,distraction,fatal,4,4,0,None,0.65
12702,Pune,Maharashtra,18.400245,73.809255,6/24/2022,16:00,16,Friday,0,highway,4,0,rain,medium,25,high,weather,minor,4,2,0,None,0.45
12703,Chennai,Tamil Nadu,12.867469,80.25476,1/8/2025,15:00,15,Wednesday,0,highway,2,0,fog,low,24,medium,distraction,minor,1,1,0,None,0.45
12704,Chennai,Tamil Nadu,12.800801,80.238261,7/12/2023,8:00,8,Wednesday,0,rural,4,0,fog,low,29,high,poor road,major,5,3,1,None,0.8
12705,Pune,Maharashtra,18.576706,73.828832,4/20/2022,1:00,1,Wednesday,0,urban,6,0,rain,medium,32,high,overspeeding,minor,4,0,0,None,0.45
12706,Mumbai,Maharashtra,19.25463,72.919409,1/28/2022,18:00,18,Friday,0,rural,3,1,clear,high,21,high,distraction,major,5,5,1,None,0.45
12707,Pune,Maharashtra,18.680588,73.784752,12/12/2024,1:00,1,Thursday,0,rural,6,0,clear,high,36,low,drunk driving,fatal,2,2,0,None,0.3
12708,Kolkata,West Bengal,22.4045,88.464388,8/21/2024,14:00,14,Wednesday,0,urban,3,0,fog,low,23,high,drunk driving,minor,2,0,0,None,0.65
12709,Chandigarh,Punjab,30.718665,76.844563,4/3/2025,15:00,15,Thursday,0,urban,1,0,fog,low,34,medium,poor road,minor,3,3,0,None,0.45
12710,Kolkata,West Bengal,22.627411,88.455271,3/13/2025,5:00,5,Thursday,0,highway,2,1,clear,high,34,high,overspeeding,fatal,5,5,0,None,0.5
12711,Mumbai,Maharashtra,19.208794,72.960019,8/30/2022,21:00,21,Tuesday,0,urban,3,0,rain,low,22,low,distraction,major,2,1,0,None,0.45
12712,Kolkata,West Bengal,22.415784,88.372552,4/6/2023,4:00,4,Thursday,0,rural,6,1,clear,high,17,medium,weather,minor,1,0,0,None,0.1
12713,Chandigarh,Punjab,30.766603,76.883141,9/5/2022,15:00,15,Monday,0,highway,4,0,rain,medium,27,medium,distraction,minor,1,1,0,None,0.25
12714,Chandigarh,Punjab,30.631687,76.800994,9/6/2023,8:00,8,Wednesday,0,urban,6,0,clear,high,32,high,weather,major,4,0,1,None,0.45
12715,Pune,Maharashtra,18.470459,73.929295,9/28/2022,23:00,23,Wednesday,0,rural,4,0,clear,high,23,high,weather,fatal,1,1,0,None,0.5
12716,Chandigarh,Punjab,30.762265,76.887327,3/14/2022,20:00,20,Monday,0,rural,1,1,fog,low,25,high,distraction,major,5,2,0,None,0.65
12717,Hyderabad,Telangana,17.519203,78.459539,10/24/2024,2:00,2,Thursday,0,rural,4,1,rain,medium,20,low,distraction,fatal,3,3,0,None,0.45
12718,Hyderabad,Telangana,17.303002,78.403131,9/9/2022,5:00,5,Friday,0,urban,3,0,clear,high,35,high,drunk driving,minor,5,5,0,None,0.3
12719,Delhi,Delhi,28.71924,77.006827,4/14/2025,13:00,13,Monday,0,highway,5,1,clear,high,37,high,distraction,major,4,4,0,None,0.3
12720,Pune,Maharashtra,18.643598,73.705436,8/23/2023,0:00,0,Wednesday,0,rural,4,1,rain,low,40,low,poor road,major,4,2,0,None,0.45
12721,Kolkata,West Bengal,22.630602,88.384708,2/12/2023,10:00,10,Sunday,1,rural,4,0,fog,low,27,medium,distraction,fatal,3,3,1,None,0.8
12722,Chennai,Tamil Nadu,12.904693,80.109235,9/21/2024,10:00,10,Saturday,1,urban,3,0,fog,low,27,medium,overspeeding,minor,2,0,1,None,0.6
12723,Hyderabad,Telangana,17.376035,78.43786,2/17/2024,2:00,2,Saturday,1,urban,1,0,rain,low,18,low,drunk driving,minor,2,0,0,None,0.45
12724,Kolkata,West Bengal,22.415102,88.483558,9/30/2023,2:00,2,Saturday,1,highway,5,1,fog,low,31,medium,weather,major,5,3,0,None,0.45
12725,Mumbai,Maharashtra,19.100539,72.909524,3/15/2022,22:00,22,Tuesday,0,urban,5,1,rain,low,35,low,poor road,minor,4,0,0,None,0.45
12726,Delhi,Delhi,28.406866,76.832711,4/29/2024,17:00,17,Monday,0,highway,4,0,clear,high,31,high,overspeeding,major,1,0,1,None,0.45
12727,Chandigarh,Punjab,30.622933,76.894271,5/22/2023,23:00,23,Monday,0,rural,1,0,rain,medium,29,medium,weather,fatal,4,4,0,None,0.45
12728,Kolkata,West Bengal,22.404273,88.422032,11/30/2022,8:00,8,Wednesday,0,highway,2,0,rain,low,33,high,weather,major,3,3,1,None,0.8
12729,Pune,Maharashtra,18.496209,73.92396,3/5/2023,5:00,5,Sunday,1,rural,1,1,rain,medium,29,low,distraction,minor,4,4,0,None,0.25
12730,Delhi,Delhi,28.693473,76.888799,10/7/2024,21:00,21,Monday,0,highway,1,1,fog,low,21,low,weather,major,5,1,0,None,0.45
12731,Delhi,Delhi,28.439278,77.223147,1/12/2025,5:00,5,Sunday,1,urban,2,1,fog,low,32,high,overspeeding,minor,3,3,0,None,0.65
12732,Mumbai,Maharashtra,19.023652,72.765423,2/21/2025,23:00,23,Friday,0,urban,6,0,clear,high,34,medium,weather,minor,5,2,0,None,0.1
12733,Pune,Maharashtra,18.590642,73.99423,10/16/2024,5:00,5,Wednesday,0,highway,5,1,fog,low,24,high,overspeeding,minor,4,1,0,None,0.65
12734,Hyderabad,Telangana,17.275786,78.464058,1/4/2024,15:00,15,Thursday,0,rural,5,1,rain,medium,22,low,drunk driving,minor,5,5,0,None,0.25
12735,Chennai,Tamil Nadu,13.059593,80.101338,9/4/2023,23:00,23,Monday,0,urban,3,1,clear,high,25,low,drunk driving,minor,2,2,0,None,0.1
12736,Pune,Maharashtra,18.604319,73.885121,4/20/2024,22:00,22,Saturday,1,highway,1,1,clear,high,15,high,overspeeding,minor,5,5,0,None,0.3
12737,Bangalore,Karnataka,13.126654,77.785331,12/14/2024,13:00,13,Saturday,1,highway,6,1,rain,medium,32,low,poor road,fatal,3,3,0,None,0.45
12738,Pune,Maharashtra,18.661945,73.828362,10/15/2023,12:00,12,Sunday,1,highway,2,1,clear,high,19,high,distraction,minor,1,0,0,None,0.3
12739,Bangalore,Karnataka,12.87096,77.744919,4/22/2024,15:00,15,Monday,0,rural,4,0,clear,high,36,high,drunk driving,minor,3,3,0,None,0.3
12740,Bangalore,Karnataka,12.992554,77.427067,9/19/2024,15:00,15,Thursday,0,urban,3,1,clear,high,29,medium,weather,minor,4,3,0,None,0.1
12741,Pune,Maharashtra,18.490742,73.769211,8/14/2024,8:00,8,Wednesday,0,urban,4,0,clear,high,38,medium,poor road,minor,2,1,1,None,0.25
12742,Hyderabad,Telangana,17.522317,78.468639,2/24/2022,7:00,7,Thursday,0,rural,2,1,fog,low,25,medium,weather,major,3,3,0,None,0.45
12743,Delhi,Delhi,28.868707,77.13937,5/1/2022,11:00,11,Sunday,1,rural,3,0,rain,medium,15,low,overspeeding,fatal,3,3,0,None,0.45
12744,Chennai,Tamil Nadu,12.873311,80.104112,7/5/2024,6:00,6,Friday,0,urban,6,0,fog,low,24,high,distraction,major,1,1,0,None,0.65
12745,Delhi,Delhi,28.423865,77.295916,2/8/2025,7:00,7,Saturday,1,urban,1,0,fog,low,25,medium,poor road,minor,1,1,0,None,0.45
12746,Pune,Maharashtra,18.65508,73.99244,1/4/2023,10:00,10,Wednesday,0,rural,4,0,clear,high,29,high,distraction,minor,2,1,1,None,0.45
12747,Hyderabad,Telangana,17.537091,78.274638,1/6/2023,16:00,16,Friday,0,rural,6,1,rain,low,17,high,poor road,major,5,3,0,None,0.65
12748,Mumbai,Maharashtra,19.143427,72.743639,2/13/2023,1:00,1,Monday,0,urban,2,0,clear,high,17,low,poor road,minor,1,0,0,None,0.1
12749,Delhi,Delhi,28.464714,76.859402,8/10/2023,0:00,0,Thursday,0,rural,3,1,rain,low,27,low,overspeeding,fatal,5,5,0,None,0.65
12750,Chandigarh,Punjab,30.601213,76.806252,8/6/2024,5:00,5,Tuesday,0,rural,1,0,clear,high,16,medium,drunk driving,minor,4,1,0,None,0.1
12751,Bangalore,Karnataka,12.887117,77.534983,3/3/2024,0:00,0,Sunday,1,highway,1,0,clear,high,20,low,distraction,minor,1,0,0,None,0.1
12752,Hyderabad,Telangana,17.344614,78.400962,3/28/2022,23:00,23,Monday,0,highway,3,1,rain,low,25,high,weather,major,5,1,0,None,0.65
12753,Pune,Maharashtra,18.481179,73.985674,12/8/2024,11:00,11,Sunday,1,highway,5,0,rain,medium,40,medium,drunk driving,minor,5,3,0,None,0.25
12754,Pune,Maharashtra,18.47945,73.987515,2/9/2023,20:00,20,Thursday,0,urban,3,1,rain,low,18,medium,poor road,major,3,3,0,None,0.45
12755,Chennai,Tamil Nadu,13.141821,80.256709,3/29/2024,11:00,11,Friday,0,urban,2,0,clear,high,36,high,overspeeding,minor,4,0,0,None,0.3
12756,Kolkata,West Bengal,22.628995,88.42034,5/16/2024,23:00,23,Thursday,0,highway,4,1,fog,low,39,high,drunk driving,minor,3,1,0,None,0.65
12757,Kolkata,West Bengal,22.419089,88.376256,7/25/2023,21:00,21,Tuesday,0,rural,2,1,rain,medium,18,medium,weather,minor,2,1,0,None,0.25
12758,Chandigarh,Punjab,30.663344,76.830464,12/29/2024,2:00,2,Sunday,1,rural,3,0,fog,low,28,medium,poor road,minor,1,1,0,None,0.45
12759,Chennai,Tamil Nadu,12.868978,80.160185,3/25/2023,3:00,3,Saturday,1,highway,6,0,fog,low,31,low,distraction,major,5,3,0,None,0.45
12760,Chandigarh,Punjab,30.663359,76.850759,3/17/2024,3:00,3,Sunday,1,rural,2,1,clear,high,22,medium,weather,fatal,2,2,0,None,0.3
12761,Kolkata,West Bengal,22.518338,88.26977,1/23/2023,7:00,7,Monday,0,highway,3,0,clear,high,29,low,poor road,major,5,0,0,None,0.1
12762,Kolkata,West Bengal,22.560442,88.334754,1/31/2024,22:00,22,Wednesday,0,highway,1,0,rain,medium,25,high,drunk driving,minor,4,3,0,None,0.45
12763,Delhi,Delhi,28.82609,76.95339,8/5/2023,14:00,14,Saturday,1,rural,4,0,rain,medium,21,medium,overspeeding,major,5,5,0,None,0.25
12764,Chandigarh,Punjab,30.73753,76.794974,1/15/2024,21:00,21,Monday,0,rural,2,1,fog,low,27,low,poor road,minor,4,2,0,None,0.45
12765,Kolkata,West Bengal,22.660696,88.430815,1/10/2025,10:00,10,Friday,0,urban,1,1,clear,high,38,high,distraction,major,1,0,1,None,0.45
12766,Mumbai,Maharashtra,18.811415,72.766424,7/25/2022,7:00,7,Monday,0,urban,1,0,rain,low,26,low,overspeeding,major,5,2,0,None,0.45
12767,Mumbai,Maharashtra,18.926993,72.857212,9/18/2022,12:00,12,Sunday,1,rural,5,1,clear,high,24,low,distraction,fatal,4,4,0,None,0.3
12768,Bangalore,Karnataka,12.999471,77.463312,12/10/2023,2:00,2,Sunday,1,rural,3,1,fog,low,18,low,distraction,major,3,2,0,None,0.45
12769,Bangalore,Karnataka,12.822872,77.431518,10/6/2022,5:00,5,Thursday,0,highway,4,0,fog,low,40,high,distraction,minor,5,0,0,None,0.65
12770,Bangalore,Karnataka,12.922955,77.442097,11/9/2024,19:00,19,Saturday,1,urban,3,0,clear,high,20,high,overspeeding,fatal,4,4,1,None,0.65
12771,Bangalore,Karnataka,13.053912,77.565423,8/1/2022,15:00,15,Monday,0,urban,4,0,clear,high,30,high,distraction,minor,2,2,0,None,0.3
12772,Delhi,Delhi,28.6846,77.174975,3/31/2024,2:00,2,Sunday,1,rural,1,0,rain,medium,28,low,distraction,minor,5,2,0,None,0.25
12773,Kolkata,West Bengal,22.604014,88.423295,11/6/2022,16:00,16,Sunday,1,rural,5,1,fog,low,29,high,distraction,minor,5,4,0,None,0.65
12774,Delhi,Delhi,28.595263,76.901152,2/23/2022,1:00,1,Wednesday,0,urban,4,0,clear,high,38,low,drunk driving,minor,3,2,0,None,0.1
12775,Kolkata,West Bengal,22.577596,88.284738,12/6/2022,9:00,9,Tuesday,0,rural,4,1,clear,high,33,medium,poor road,minor,2,1,1,None,0.25
12776,Kolkata,West Bengal,22.630597,88.3358,4/1/2023,3:00,3,Saturday,1,highway,4,0,clear,high,35,low,drunk driving,minor,5,3,0,None,0.1
12777,Kolkata,West Bengal,22.618012,88.396375,11/16/2024,23:00,23,Saturday,1,rural,4,0,rain,medium,23,high,overspeeding,minor,3,2,0,None,0.45
12778,Bangalore,Karnataka,12.913097,77.594236,4/26/2023,4:00,4,Wednesday,0,urban,5,0,rain,medium,30,low,poor road,major,3,2,0,None,0.25
12779,Bangalore,Karnataka,13.155527,77.484738,10/14/2022,8:00,8,Friday,0,rural,2,0,fog,low,29,medium,weather,minor,5,1,1,None,0.6
12780,Chandigarh,Punjab,30.669306,76.864656,5/2/2023,16:00,16,Tuesday,0,urban,2,1,clear,high,18,low,drunk driving,major,2,1,0,None,0.1
12781,Bangalore,Karnataka,13.148005,77.761042,10/28/2024,21:00,21,Monday,0,highway,3,1,fog,low,15,medium,overspeeding,fatal,4,4,0,None,0.65
12782,Chandigarh,Punjab,30.651318,76.854828,3/10/2024,22:00,22,Sunday,1,rural,5,1,rain,low,23,medium,distraction,minor,3,3,0,None,0.45
12783,Bangalore,Karnataka,13.151806,77.423461,4/18/2023,3:00,3,Tuesday,0,urban,3,0,rain,medium,33,low,overspeeding,major,5,5,0,None,0.25
12784,Mumbai,Maharashtra,18.952908,72.863525,1/14/2024,0:00,0,Sunday,1,highway,5,1,fog,low,26,low,drunk driving,minor,1,1,0,None,0.45
12785,Mumbai,Maharashtra,19.241536,72.744025,4/22/2022,9:00,9,Friday,0,urban,2,1,clear,high,30,medium,poor road,minor,5,3,1,None,0.25
12786,Chandigarh,Punjab,30.796034,76.723713,11/24/2022,10:00,10,Thursday,0,urban,1,0,rain,medium,35,high,weather,fatal,5,5,1,None,0.8
12787,Delhi,Delhi,28.431307,77.166713,11/5/2024,0:00,0,Tuesday,0,urban,6,1,rain,medium,39,medium,distraction,minor,2,0,0,None,0.25
12788,Chandigarh,Punjab,30.702587,76.826656,3/12/2024,15:00,15,Tuesday,0,urban,6,0,rain,medium,17,medium,overspeeding,minor,1,1,0,None,0.25
12789,Hyderabad,Telangana,17.275649,78.513976,4/5/2024,4:00,4,Friday,0,urban,4,1,fog,low,18,medium,drunk driving,minor,3,3,0,None,0.45
12790,Pune,Maharashtra,18.52746,73.71945,5/18/2023,9:00,9,Thursday,0,urban,6,1,clear,high,20,high,overspeeding,major,1,1,1,None,0.45
12791,Pune,Maharashtra,18.693755,73.968151,11/18/2022,22:00,22,Friday,0,highway,2,0,rain,medium,37,medium,distraction,major,4,2,0,None,0.25
12792,Hyderabad,Telangana,17.498582,78.392236,7/7/2022,11:00,11,Thursday,0,highway,3,1,clear,high,40,high,overspeeding,major,5,4,0,None,0.3
12793,Hyderabad,Telangana,17.587376,78.350027,8/21/2022,6:00,6,Sunday,1,highway,2,0,rain,medium,31,low,distraction,fatal,3,3,0,None,0.45
12794,Bangalore,Karnataka,12.809229,77.525794,3/29/2024,21:00,21,Friday,0,rural,4,0,rain,medium,25,high,drunk driving,minor,5,3,0,None,0.45
12795,Chennai,Tamil Nadu,12.8535,80.119011,12/15/2023,5:00,5,Friday,0,rural,4,0,fog,low,23,high,poor road,minor,4,1,0,None,0.65
12796,Pune,Maharashtra,18.486127,73.840663,12/21/2022,16:00,16,Wednesday,0,highway,1,1,clear,high,38,high,overspeeding,minor,1,1,0,None,0.3
12797,Bangalore,Karnataka,13.111618,77.449943,1/27/2025,11:00,11,Monday,0,highway,4,0,fog,low,29,low,overspeeding,major,4,0,0,None,0.45
12798,Kolkata,West Bengal,22.458116,88.244559,7/18/2022,9:00,9,Monday,0,highway,3,0,fog,low,26,high,overspeeding,minor,3,0,1,None,0.8
12799,Bangalore,Karnataka,12.864262,77.431575,3/16/2024,5:00,5,Saturday,1,highway,5,1,clear,high,19,medium,distraction,minor,4,2,0,None,0.1
12800,Chandigarh,Punjab,30.741769,76.806241,10/29/2024,22:00,22,Tuesday,0,rural,2,0,fog,low,20,low,drunk driving,minor,2,2,0,None,0.45
12801,Mumbai,Maharashtra,18.807009,72.723203,6/30/2024,23:00,23,Sunday,1,highway,2,1,rain,medium,27,low,poor road,minor,3,2,0,None,0.25
12802,Hyderabad,Telangana,17.27072,78.314602,3/22/2025,16:00,16,Saturday,1,highway,6,0,rain,medium,32,medium,poor road,major,3,2,0,None,0.25
12803,Mumbai,Maharashtra,19.268169,72.877139,7/29/2022,7:00,7,Friday,0,highway,5,1,rain,low,18,medium,distraction,minor,4,3,0,None,0.45
12804,Chandigarh,Punjab,30.617618,76.842071,4/14/2022,15:00,15,Thursday,0,highway,4,0,clear,high,39,medium,overspeeding,minor,5,4,0,None,0.1
12805,Bangalore,Karnataka,12.935255,77.651249,11/13/2022,12:00,12,Sunday,1,urban,5,1,clear,high,37,low,distraction,major,1,1,0,None,0.1
12806,Kolkata,West Bengal,22.439377,88.370443,6/26/2023,19:00,19,Monday,0,rural,5,1,rain,low,35,high,distraction,minor,2,0,1,None,0.8
12807,Hyderabad,Telangana,17.504079,78.523,5/28/2022,12:00,12,Saturday,1,rural,2,1,fog,low,37,high,drunk driving,fatal,3,3,0,None,0.85
12808,Pune,Maharashtra,18.584913,73.97892,1/13/2023,4:00,4,Friday,0,rural,3,1,fog,low,35,medium,drunk driving,minor,2,0,0,None,0.45
12809,Hyderabad,Telangana,17.321361,78.525329,2/17/2022,8:00,8,Thursday,0,highway,1,0,rain,low,28,high,drunk driving,major,4,4,1,None,0.8
12810,Bangalore,Karnataka,13.099561,77.541215,3/16/2025,9:00,9,Sunday,1,rural,2,1,fog,low,32,low,distraction,minor,5,5,1,None,0.6
12811,Mumbai,Maharashtra,18.960283,72.978132,8/2/2024,4:00,4,Friday,0,rural,3,1,rain,medium,19,low,drunk driving,fatal,2,2,0,None,0.45
12812,Bangalore,Karnataka,13.163638,77.450736,8/25/2024,20:00,20,Sunday,1,highway,2,0,fog,low,17,high,drunk driving,minor,3,0,0,None,0.65
12813,Pune,Maharashtra,18.46298,73.90624,3/30/2023,10:00,10,Thursday,0,highway,1,0,fog,low,17,medium,distraction,major,3,0,1,None,0.6
12814,Delhi,Delhi,28.693864,77.190013,11/21/2022,1:00,1,Monday,0,rural,4,0,rain,low,26,low,poor road,minor,5,2,0,None,0.45
12815,Chennai,Tamil Nadu,13.068499,80.279264,12/10/2022,9:00,9,Saturday,1,rural,5,0,rain,low,26,high,distraction,minor,4,3,1,None,0.8
12816,Chennai,Tamil Nadu,13.063923,80.131614,10/28/2022,3:00,3,Friday,0,urban,3,1,clear,high,36,low,poor road,major,1,0,0,None,0.1
12817,Hyderabad,Telangana,17.210049,78.488741,12/1/2022,20:00,20,Thursday,0,highway,2,0,fog,low,29,high,distraction,minor,4,4,0,None,0.65
12818,Kolkata,West Bengal,22.682385,88.333219,5/9/2023,23:00,23,Tuesday,0,rural,2,0,clear,high,30,medium,overspeeding,minor,4,2,0,None,0.1
12819,Chennai,Tamil Nadu,12.90389,80.279929,3/17/2024,13:00,13,Sunday,1,highway,1,1,clear,high,30,medium,distraction,minor,5,5,0,None,0.1
12820,Chennai,Tamil Nadu,12.994286,80.270301,11/4/2022,10:00,10,Friday,0,urban,4,0,clear,high,30,medium,poor road,minor,5,0,1,None,0.25
12821,Mumbai,Maharashtra,19.060412,72.845857,4/14/2025,16:00,16,Monday,0,highway,4,1,fog,low,30,high,weather,minor,2,1,0,None,0.65
12822,Kolkata,West Bengal,22.555205,88.306543,11/16/2023,1:00,1,Thursday,0,urban,2,0,clear,high,17,medium,poor road,minor,2,2,0,None,0.1
12823,Bangalore,Karnataka,13.059822,77.599681,8/10/2024,0:00,0,Saturday,1,urban,6,1,clear,high,29,high,weather,minor,1,0,0,None,0.3
12824,Hyderabad,Telangana,17.433315,78.274232,4/11/2024,23:00,23,Thursday,0,highway,3,1,fog,low,23,high,poor road,minor,3,2,0,None,0.65
12825,Delhi,Delhi,28.684627,77.253597,2/20/2025,8:00,8,Thursday,0,rural,2,0,rain,low,24,high,poor road,minor,4,2,1,None,0.8
12826,Pune,Maharashtra,18.464942,73.922172,3/31/2024,8:00,8,Sunday,1,rural,5,0,rain,medium,39,medium,overspeeding,minor,1,1,1,None,0.4
